,video_name,MOS
75,0911_DogBall_GS6_20150911_185459,65.10542900249484
76,0911_DogBall_HTCOneVx_VIDEO0045,49.7123541769036
77,0911_DogBall_LGG2_CAM00791,46.17375037863661
78,0911_DogBall_OppoFind7_VID20150330141759,66.94118272054322
79,0911panGarden_Gs5_20150911_153348,30.910356850986815
80,0911panGarden_Lumia1020_WindowsPhone_20130330_23_52_26_Pro,61.25422142212514
81,0911panGarden_Note4_20150911_152420,44.69628201977274
82,0911panGarden_iPhone5s_IMG_0132,56.68920900925609
83,0911skateBoard_1020_WindowsPhone_20130305_19_55_21_Pro,55.13130426481119
84,0911skateBoard_5s_IMG_0151,66.17622463832596
85,0911skateBoard_gs5_20150911_174325,49.66995169846537
86,0911skateBoard_note4_20150911_173356,61.56026393111605
87,0912_Burgers_GS5_20150912_145544,63.475870057217286
88,0912_Burgers_Nokia1020_20130306_17_07_38_Pro,64.9396364629356
89,0912_Burgers_Note4_20150912_144558,61.98320494013754
90,0912_Burgers_iphone5s_IMG_0167,64.38345299460406
91,0923_FollowTheBee_GS6_20150923_131355,51.45085729576881
92,0923_FollowTheBee_HTCOneVx_VIDEO0072,33.04439956164501
93,1019_TrafficFromAfar_GS6_20151017_173401,60.08891382298475
94,1019_TrafficFromAfar_HTCOneVX_VIDEO0102,38.676262337846296
95,1019_TrafficFromAfar_LGG2_CAM00850,43.920755609079976
96,1019_TrafficFromAfar_OppoFind7_VID20150505125608,43.74671562206279
97,1019_ViewFromMetro2_GS6_20151020_133722,39.88244836115969
98,1019_ViewFromMetro2_HTCOneVX_VIDEO0122,31.44885665910503
99,1019_ViewFromMetro2_LGG2_CAM00870,37.58488437787315
100,1019_ViewFromMetro2_OppoFind7_VID20150508085916,36.18976114116138
101,1022_QCOMSoccer2_GS6_20151022_174002,44.361660121662815
102,1022_QCOMSoccer2_HTCOneVx_VIDEO0137,29.11684686808589
103,1022_QCOMSoccer2_LGG2_CAM00886,26.395621305018185
104,1022_QCOMSoccer2_OppoFind7_VID20150510130154,45.88425102889353
105,0723_OldTownShop_GS5_12_20150723_133424,51.65560419378202
106,0723_OldTownShop_GS6_12_20150723_133507,64.9917581345629
107,0723_OldTownShop_HTCOneVx_12_VIDEO0019,30.53679255118817
108,0723_OldTownShop_Nokia1020_12_WP_20130426_22_46_05_Pro,52.969252792370625
109,0911driving_5s_IMG_0145,44.9586564442459
110,0911driving_gs5_20150911_170903,52.638967951340504
111,0911driving_note4_20150911_165933,66.5912517517975
112,0913boyWalkBy_GS5_20150913_182938,51.591805400221055
113,0913boyWalkBy_Note4_20150913_181950,53.97028926187148
114,0913boyWalkBy_iPhone5s_IMG_0245,62.812549213807614
115,0923_BirdsFlyOnPier_GS5_20150925_165328,46.858952126850156
116,0923_BirdsFlyOnPier_Nokia1020_WP_20130305_20_14_47_Pro,49.44336625534995
117,0923_BirdsFlyOnPier_Note4_20150925_164318,34.77241986411562
118,0923_BirdsFlyOnPier_iphone5_IMG_0277,24.644612569329546
119,1006_ComplexTrain_GS6_20151006_155711,44.35577617160543
120,1006_ComplexTrain_HTCOneVX_VIDEO0087,22.46553753382192
121,1006_ComplexTrain_LGG2_CAM00835,27.479486381827094
122,1006_ComplexTrain_OppoFind7_VID20150424111934,31.508494371587865
123,1019_FlyingKite_GS6_20151020_140804,23.50289297893303
124,1019_FlyingKite_HTCOneVX_VIDEO0127,20.802340977962967
125,1019_FlyingKite_LGG2_CAM00875,42.076217605884914
126,1019_FlyingKite_OppoFind7_VID20150508093000,54.075938062059876
127,1019_HelicopterInSky_GS6_20151020_141352,22.843160682622553
128,1019_HelicopterInSky_HTCOneVX_VIDEO0132,16.562095145958942
129,1019_HelicopterInSky_LGG2_CAM00880,49.06343607078643
130,1019_HelicopterInSky_OppoFind7_VID20150508093547,53.701231222442544
131,1019_SkateBoardingSkills_GS6_20151019_182541,59.007584920405066
132,1019_SkateBoardingSkills_HTCOneVX_VIDEO0106,31.781376267831334
133,1019_SkateBoardingSkills_LGG2_CAM00855,54.094978137969605
134,1019_SkateBoardingSkills_OppoFind7_VID20150507134738,51.02291495174518
135,1024_TableTennisAtBalboa_GS6_20151024_104121,48.88189507385214
136,1024_TableTennisAtBalboa_HTCOneVx_VIDEO0138,41.64888182462034
137,1024_TableTennisAtBalboa_LGG2_CAM00887,47.09583764080335
138,1024_TableTennisAtBalboa_OppoFind7_VID20150512060301,50.92808485111922
139,0826_TrainPullsAway_LG_G2_CAM00726,49.77539197067738
140,0826_TrainPullsAway_Note4_20150826_175232,57.182744558097575
141,0826_TrainPullsAway_OppoFind7_VID20150727213123,58.976466922446484
142,0826_TrainPullsAway_iPhone5s_IMG_0423,60.880133455554756
143,0827_OldTownFountain_GS5_20150827_180240,66.22997014329692
144,0827_OldTownFountain_GS6_20150827_180303,66.09356090065711
145,0827_OldTownFountain_Note4_20150827_175314,66.98799834034504
146,0827_OldTownFountain_iphone5s_IMG_0461,63.719020683993385
147,0911duckSwim_gs5_20150911_154802,59.46925058712509
148,0911duckSwim_iphone5s_IMG_0136,69.15445557891265
149,0911duckSwim_lumia1020_WindowsPhone_20130331_00_06_41_Pro,71.3530679089854
150,0911duckSwim_notes4_20150911_153835,71.74875099099955
151,0912_football_GS5_20150912_153941,53.23486148188893
152,0912_football_Nokia1020_20130306_17_51_35_Pro,57.57359450935232
153,0912_football_Note4_20150912_152954,55.629277646191774
154,0913taiZi_GS5_20150913_183616,32.896692696712435
155,0913taiZi_Note4_20150913_182629,32.936571931353
156,0913taiZi_iPhone5s_IMG_0250,29.54546786777324
157,0918_GuysPlayVolleyball_GS6_20150919_093108,65.25654758810917
158,0918_GuysPlayVolleyball_HTCOneVX_VIDEO0058,53.13309561506308
159,0918_GuysPlayVolleyball_LGG2_CAM00804,59.486900886871
160,0918_GuysPlayVolleyball_OppoFind7_VID20150407045402,51.96402419847002
161,0923_DucksInWater_GS5_20150925_163115,50.962588180142056
162,0923_DucksInWater_Nokia1020_WP_20130305_19_54_00_Pro,54.16160278100095
163,0923_DucksInWater_Note4_20150925_162109,40.52447294642663
164,0923_DucksInWater_iphone5_IMG_0272,49.06737404472014
165,0923_VerticalAndRollerCoaster_GS5_20150925_152655,55.74790371519573
166,0923_VerticalAndRollerCoaster_Nokia1020_WP_20130319_18_36_46_Pro,63.52586365094227
167,0923_VerticalAndRollerCoaster_Note4_20150925_151648,55.628924969845
168,0923_VerticalAndRollerCoaster_iphone5_IMG_0258,48.66419200608179
169,1006_ParkBus_GS6_20151006_170532,61.532520666710234
170,1006_ParkBus_HTCOneVX_VIDEO0100,31.50387615900128
171,1006_ParkBus_LGG2_CAM00848,49.148682603066575
172,1006_ParkBus_OppoFind7_VID20150424122747,55.317108648036935
173,0923_ChasingDucksInWater_GS5_20150925_163521,48.91083829259606
174,0923_ChasingDucksInWater_Nokia1020_WP_20130305_19_56_39_Pro,40.700157633712266
175,0923_ChasingDucksInWater_Note4_20150925_162515,48.75250168989043
176,0923_ChasingDucksInWater_iphone5_IMG_0274,51.11518283501527
177,0923_CrazySubmarine_GS5_20150925_161013,62.68393406357753
178,0923_CrazySubmarine_Nokia1020_WP_20130305_19_31_30_Pro,59.038670696087216
179,0923_CrazySubmarine_Note4_20150925_160005,56.08844663824663
180,0923_CrazySubmarine_iphone5_IMG_0268,62.539356287114956
181,0923_FollowPigeons_GS5_20150925_165510,55.46436837100166
182,0923_FollowPigeons_Nokia1020_WP_20130305_20_16_29_Pro,52.181316514970064
183,0923_FollowPigeons_Note4_20150925_164500,52.37350976713892
184,0923_FollowPigeons_iphone5_IMG_0279,47.7605951367109
185,0923_SwingingArm_GS5_20150925_154945,59.37209120186363
186,0923_SwingingArm_Note4_20150925_153938,48.1232752921398
187,0923_SwingingArm_iphone5_IMG_0266,59.04852227983286
188,0923_WalkingToLunch2_G2_CAM00812,48.7769838458931
189,0923_WalkingToLunch2_GS6_20150923_120934,46.50669762802673
190,0923_WalkingToLunch2_HTCOneVx_VIDEO0065,22.111602493222765
191,0923_WalkingToLunch2_Oppo_VID20150411073225,34.807565694465076
192,1019_BollywoodDanceTraining_GS6_20151017_175412,53.770511195731956
193,1019_BollywoodDanceTraining_HTCOneVX_VIDEO0103,46.903863263746985
194,1019_BollywoodDanceTraining_LGG2_CAM00851,54.376932661964815
195,1019_BollywoodDanceTraining_OppoFind7_VID20150505131616,49.18933619585497
196,1019_ConstructionBuggy2_GS6_20151020_133229,61.262155162968625
197,1019_ConstructionBuggy2_HTCOneVX_VIDEO0119,37.69768941262607
198,1019_ConstructionBuggy2_LGG2_CAM00867,42.73349382920229
199,1019_ConstructionBuggy2_OppoFind7_VID20150508085425,43.721940313265264
200,1019_MetroArrives_GS6_20151020_133409,65.82583000957678
201,1019_MetroArrives_HTCOneVX_VIDEO0120,45.266375356943335
202,1019_MetroArrives_LGG2_CAM00868,59.05090948407636
203,1019_MetroArrives_OppoFind7_VID20150508085607,55.86662414448337
204,1019_SkateBoarderStepsOut_GS6_20151019_182712,61.247990668124054
205,1019_SkateBoarderStepsOut_HTCOneVX,36.92437220840707
206,1019_SkateBoarderStepsOut_LGG2_CAM00857,48.672533412525446
207,1019_SkateBoarderStepsOut_OppoFind7_VID20150507134909,40.40425472582464
